time,logger,level,message,exception
2012-10-01 05:04:34.4007,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Aftering indexing 242 documents, the new last etag for is: 00000000-0000-0500-0000-000000000200 for Temp/UserProfiles/ByUserId",
2012-10-01 05:04:34.4007,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserProfiles/ByUserId for: UserId:129,
2012-10-01 05:04:34.4007,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 2 because: WORK BY IndexingExecuter,
2012-10-01 05:04:34.4007,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 2, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:04:34.4007,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 2, for: IndexingExecuter, will wait for additional work",
2012-10-01 05:04:34.4474,Raven.Database.Server.HttpServer,Debug,"Request #1,131: GET     -    14 ms - Test       - 200 - /stats?noCache=-204553239",
2012-10-01 05:04:34.5117,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserProfiles/ByUserId for: UserId:129,
2012-10-01 05:04:34.5117,Raven.Database.Server.HttpServer,Debug,"Request #1,132: GET     -   680 ms - Test       - 200 - /indexes/dynamic/UserProfiles?query=UserId%253A129&start=0&pageSize=2&aggregation=None",
2012-10-01 05:04:34.5117,Raven.Database.Server.HttpServer,Debug,"	Query: UserId:129
	Time: 678 ms
	Index: Temp/UserProfiles/ByUserId
	Results: 0 returned out of 0 total.
",
2012-10-01 05:05:58.1099,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-10-01 05:05:58.1099,Raven.Database.Server.HttpServer,Debug,"Request #1,133: GET     -     1 ms - Test       - 404 - /docs/Raven/Replication/Destinations",
2012-10-01 05:05:58.1910,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserProfiles/ByUserId for: UserId:users/129,
2012-10-01 05:05:58.1910,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'userprofiles/33' was found,
2012-10-01 05:05:58.1910,Raven.Database.Server.HttpServer,Debug,"Request #1,134: GET     -     4 ms - Test       - 200 - /indexes/dynamic/UserProfiles?query=UserId%253Ausers%252F129&start=0&pageSize=2&aggregation=None",
2012-10-01 05:05:58.1910,Raven.Database.Server.HttpServer,Debug,"	Query: UserId:users/129
	Time: 3 ms
	Index: Temp/UserProfiles/ByUserId
	Results: 1 returned out of 1 total.
",
2012-10-01 05:18:25.9392,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-10-01 05:18:25.9392,Raven.Database.Server.HttpServer,Debug,"Request #1,135: GET     -     1 ms - Test       - 404 - /docs/Raven/Replication/Destinations",
2012-10-01 05:18:26.0232,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Temp%2fUsers%2fByPasswordAndUserName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUsers_2fByPasswordAndUserName : AbstractViewGenerator
{
	public Index_Temp_2fUsers_2fByPasswordAndUserName()
	{
		this.ViewText = @""from doc in docs.Users
select new { UserName = doc.UserName, Password = doc.Password }
"";
		this.ForEntityNames.Add(""Users"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""Users"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserName = doc.UserName, Password = doc.Password, __document_id = doc.__document_id });
		this.AddField(""UserName"");
		this.AddField(""Password"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserName"");
		this.AddQueryParameterForMap(""Password"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserName"");
		this.AddQueryParameterForReduce(""Password"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUsers_2fByPasswordAndUserName : AbstractViewGenerator
{
	public Index_Temp_2fUsers_2fByPasswordAndUserName()
	{
		this.ViewText = @""from doc in docs.Users
select new { UserName = doc.UserName, Password = doc.Password }
"";
		this.ForEntityNames.Add(""Users"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""Users"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserName = doc.UserName, Password = doc.Password, __document_id = doc.__document_id });
		this.AddField(""UserName"");
		this.AddField(""Password"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserName"");
		this.AddQueryParameterForMap(""Password"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserName"");
		this.AddQueryParameterForReduce(""Password"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-10-01 05:18:26.0270,Raven.Database.Indexing.IndexStorage,Debug,Creating index Temp/Users/ByPasswordAndUserName with encoded name Temp/Users/ByPasswordAndUserName,
2012-10-01 05:18:26.0270,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Temp/Users/ByPasswordAndUserName,
2012-10-01 05:18:26.0270,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 3 because: PUT INDEX Temp/Users/ByPasswordAndUserName,
2012-10-01 05:18:26.0270,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/Users/ByPasswordAndUserName for: UserName:Tony AND Password:testing\!,
2012-10-01 05:18:26.0270,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:18:26.0620,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 242 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
2012-10-01 05:18:26.0620,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/StateProvinces,
2012-10-01 05:18:26.0620,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/users,
2012-10-01 05:18:26.0620,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/countries,
2012-10-01 05:18:26.0620,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/UserProfiles,
2012-10-01 05:18:26.0620,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 242 documents remained",
2012-10-01 05:18:26.0620,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/Users/ByPasswordAndUserName, LastIndexedEtag: 00000000-0000-0000-0000-000000000000",
2012-10-01 05:18:26.0620,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/Users/ByPasswordAndUserName. (users/129),
2012-10-01 05:18:26.0620,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/IndexedProperties/Temp/Users/ByPasswordAndUserName' was not found,
2012-10-01 05:18:26.0620,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on users/129 result in index Temp/Users/ByPasswordAndUserName gave document: 	__document_id IS: users/129
	UserName I-: Tony
	Password I-: testing!
",
2012-10-01 05:18:26.0620,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 1 documents for Temp/Users/ByPasswordAndUserName,
2012-10-01 05:18:26.0730,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Aftering indexing 242 documents, the new last etag for is: 00000000-0000-0500-0000-000000000200 for Temp/Users/ByPasswordAndUserName",
2012-10-01 05:18:26.0730,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 4 because: WORK BY IndexingExecuter,
2012-10-01 05:18:26.0730,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 4, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:18:26.0730,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 4, for: IndexingExecuter, will wait for additional work",
2012-10-01 05:18:26.0881,Raven.Database.Server.HttpServer,Debug,"Request #1,136: GET     -     8 ms - Test       - 200 - /stats?noCache=557121057",
2012-10-01 05:18:26.1380,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/Users/ByPasswordAndUserName for: UserName:Tony AND Password:testing\!,
2012-10-01 05:18:26.1380,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'users/129' was found,
2012-10-01 05:18:26.1380,Raven.Database.Server.HttpServer,Debug,"Request #1,137: GET     -   120 ms - Test       - 200 - /indexes/dynamic/Users?query=UserName%253ATony%2520AND%2520Password%253Atesting%255C%2521&start=0&pageSize=2&aggregation=None",
2012-10-01 05:18:26.1380,Raven.Database.Server.HttpServer,Debug,"	Query: UserName:Tony AND Password:testing\!
	Time: 119 ms
	Index: Temp/Users/ByPasswordAndUserName
	Results: 1 returned out of 1 total.
",
2012-10-01 05:34:22.0976,Raven.Database.Indexing.WorkContext,Debug,Stopping background workers,
2012-10-01 05:35:09.4755,Raven.Database.Indexing.IndexStorage,Debug,Deleting index Temp/UserProfiles/ByUserId,
2012-10-01 05:55:08.2238,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:55:08.2238,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2012-10-01 05:55:37.1705,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Databases/Test' was found,
2012-10-01 05:55:37.5876,Raven.Database.Impl.DocumentCacher,Info,"MemoryCache Settings:
  PhysicalMemoryLimit = 99
  CacheMemoryLimit    = 3220176896
  PollingInterval     = 00:02:00",
2012-10-01 05:55:37.5886,Raven.Storage.Esent.TransactionalStorage,Info,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2012-10-01 05:55:37.8086,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Raven%2fDocumentsByEntityName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Raven_2fDocumentsByEntityName : AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };
"";
		this.AddMapDefinition(docs => from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new { Tag, LastModified = (DateTime)doc[""@metadata""][""Last-Modified""], __document_id = doc.__document_id });
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Raven_2fDocumentsByEntityName : AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };
"";
		this.AddMapDefinition(docs => from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new { Tag, LastModified = (DateTime)doc[""@metadata""][""Last-Modified""], __document_id = doc.__document_id });
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-10-01 05:55:37.8086,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Temp%2fUsers%2fByPasswordAndUserName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUsers_2fByPasswordAndUserName : AbstractViewGenerator
{
	public Index_Temp_2fUsers_2fByPasswordAndUserName()
	{
		this.ViewText = @""from doc in docs.Users
select new { UserName = doc.UserName, Password = doc.Password }
"";
		this.ForEntityNames.Add(""Users"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""Users"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserName = doc.UserName, Password = doc.Password, __document_id = doc.__document_id });
		this.AddField(""UserName"");
		this.AddField(""Password"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserName"");
		this.AddQueryParameterForMap(""Password"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserName"");
		this.AddQueryParameterForReduce(""Password"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUsers_2fByPasswordAndUserName : AbstractViewGenerator
{
	public Index_Temp_2fUsers_2fByPasswordAndUserName()
	{
		this.ViewText = @""from doc in docs.Users
select new { UserName = doc.UserName, Password = doc.Password }
"";
		this.ForEntityNames.Add(""Users"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""Users"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserName = doc.UserName, Password = doc.Password, __document_id = doc.__document_id });
		this.AddField(""UserName"");
		this.AddField(""Password"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserName"");
		this.AddQueryParameterForMap(""Password"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserName"");
		this.AddQueryParameterForReduce(""Password"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-10-01 05:55:37.8086,Raven.Database.Indexing.IndexStorage.Startup,Debug,Loading saved index Raven/DocumentsByEntityName,
2012-10-01 05:55:37.8086,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Raven/DocumentsByEntityName,
2012-10-01 05:55:37.8706,Raven.Database.Indexing.IndexStorage.Startup,Debug,Loading saved index Temp/Users/ByPasswordAndUserName,
2012-10-01 05:55:37.8706,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Temp/Users/ByPasswordAndUserName,
2012-10-01 05:55:37.8706,Raven.Database.Indexing.WorkContext,Warn,"Could not setup performance counters properly because of access permissions, perf counters will not be used","System.Security.SecurityException: Requested registry access is not allowed.
   at Microsoft.Win32.RegistryKey.OpenSubKey(String name, Boolean writable)
   at System.Diagnostics.PerformanceCounterLib.CreateRegistryEntry(String categoryName, PerformanceCounterCategoryType categoryType, CounterCreationDataCollection creationData, Boolean& iniRegistered)
   at System.Diagnostics.PerformanceCounterLib.RegisterCategory(String categoryName, PerformanceCounterCategoryType categoryType, String categoryHelp, CounterCreationDataCollection creationData)
   at System.Diagnostics.PerformanceCounterCategory.Create(String categoryName, String categoryHelp, PerformanceCounterCategoryType categoryType, CounterCreationDataCollection counterData)
   at Raven.Database.Indexing.WorkContext.Init(String name) in c:\Builds\RavenDB-Unstable-v1.2\Raven.Database\Indexing\WorkContext.cs:line 314
The Zone of the assembly that failed was:
MyComputer"
2012-10-01 05:55:37.8706,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Backup/Status' was not found,
2012-10-01 05:55:37.8706,Raven.Database.Indexing.IndexStorage,Debug,Ignoring delete for non existing index Temp/UserProfiles/ByUserId,
2012-10-01 05:55:37.8706,Raven.Database.Indexing.IndexStorage,Debug,Deleting index Temp/Users/ByPasswordAndUserName,
2012-10-01 05:55:37.8883,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 1 because: DELETE INDEX Temp/Users/ByPasswordAndUserName,
2012-10-01 05:55:37.8883,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 1, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:55:37.8883,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 1, for: IndexingExecuter, will wait for additional work",
2012-10-01 05:55:38.1491,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-10-01 05:55:38.1491,Raven.Database.Server.HttpServer,Debug,"Request #1,138: GET     -   979 ms - Test       - 404 - /docs/Raven/Replication/Destinations",
2012-10-01 05:56:20.1291,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-10-01 05:56:20.1291,Raven.Database.Server.HttpServer,Debug,"Request #1,139: GET     -     0 ms - Test       - 404 - /docs/Raven/Replication/Destinations",
2012-10-01 05:56:20.3040,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Temp%2fUsers%2fByPasswordAndUserName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUsers_2fByPasswordAndUserName : AbstractViewGenerator
{
	public Index_Temp_2fUsers_2fByPasswordAndUserName()
	{
		this.ViewText = @""from doc in docs.Users
select new { UserName = doc.UserName, Password = doc.Password }
"";
		this.ForEntityNames.Add(""Users"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""Users"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserName = doc.UserName, Password = doc.Password, __document_id = doc.__document_id });
		this.AddField(""UserName"");
		this.AddField(""Password"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserName"");
		this.AddQueryParameterForMap(""Password"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserName"");
		this.AddQueryParameterForReduce(""Password"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUsers_2fByPasswordAndUserName : AbstractViewGenerator
{
	public Index_Temp_2fUsers_2fByPasswordAndUserName()
	{
		this.ViewText = @""from doc in docs.Users
select new { UserName = doc.UserName, Password = doc.Password }
"";
		this.ForEntityNames.Add(""Users"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""Users"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserName = doc.UserName, Password = doc.Password, __document_id = doc.__document_id });
		this.AddField(""UserName"");
		this.AddField(""Password"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserName"");
		this.AddQueryParameterForMap(""Password"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserName"");
		this.AddQueryParameterForReduce(""Password"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-10-01 05:56:20.3040,Raven.Database.Indexing.IndexStorage,Debug,Creating index Temp/Users/ByPasswordAndUserName with encoded name Temp/Users/ByPasswordAndUserName,
2012-10-01 05:56:20.3040,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Temp/Users/ByPasswordAndUserName,
2012-10-01 05:56:20.3040,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 2 because: PUT INDEX Temp/Users/ByPasswordAndUserName,
2012-10-01 05:56:20.3040,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/Users/ByPasswordAndUserName for: UserName:Tony AND Password:testing\!,
2012-10-01 05:56:20.3040,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 2, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:56:20.3381,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 242 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
2012-10-01 05:56:20.3381,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/StateProvinces,
2012-10-01 05:56:20.3381,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/users,
2012-10-01 05:56:20.3491,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/countries,
2012-10-01 05:56:20.3491,Raven.Database.Impl.DocumentRetriever,Debug,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/UserProfiles,
2012-10-01 05:56:20.3491,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 242 documents remained",
2012-10-01 05:56:20.3491,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Temp/Users/ByPasswordAndUserName, LastIndexedEtag: 00000000-0000-0000-0000-000000000000",
2012-10-01 05:56:20.3491,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Temp/Users/ByPasswordAndUserName. (users/129),
2012-10-01 05:56:20.3491,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/IndexedProperties/Temp/Users/ByPasswordAndUserName' was not found,
2012-10-01 05:56:20.3491,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on users/129 result in index Temp/Users/ByPasswordAndUserName gave document: 	__document_id IS: users/129
	UserName I-: Tony
	Password I-: testing!
",
2012-10-01 05:56:20.3491,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 1 documents for Temp/Users/ByPasswordAndUserName,
2012-10-01 05:56:20.3491,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Aftering indexing 242 documents, the new last etag for is: 00000000-0000-0500-0000-000000000200 for Temp/Users/ByPasswordAndUserName",
2012-10-01 05:56:20.3491,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 3 because: WORK BY IndexingExecuter,
2012-10-01 05:56:20.3491,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:56:20.3491,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: IndexingExecuter, will wait for additional work",
2012-10-01 05:56:20.4141,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/Users/ByPasswordAndUserName for: UserName:Tony AND Password:testing\!,
2012-10-01 05:56:20.4141,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'users/129' was found,
2012-10-01 05:56:20.4141,Raven.Database.Server.HttpServer,Debug,"Request #1,140: GET     -   154 ms - Test       - 200 - /indexes/dynamic/Users?query=UserName%253ATony%2520AND%2520Password%253Atesting%255C%2521&start=0&pageSize=2&aggregation=None",
2012-10-01 05:56:20.4141,Raven.Database.Server.HttpServer,Debug,"	Query: UserName:Tony AND Password:testing\!
	Time: 114 ms
	Index: Temp/Users/ByPasswordAndUserName
	Results: 1 returned out of 1 total.
",
2012-10-01 05:56:42.1648,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-10-01 05:56:42.1648,Raven.Database.Server.HttpServer,Debug,"Request #1,141: GET     -     1 ms - Test       - 404 - /docs/Raven/Replication/Destinations",
2012-10-01 05:56:42.1648,Raven.Database.Storage.IndexDefinitionStorage,Info,"New index Temp%2fUserProfiles%2fByUserId:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUserProfiles_2fByUserId : AbstractViewGenerator
{
	public Index_Temp_2fUserProfiles_2fByUserId()
	{
		this.ViewText = @""from doc in docs.UserProfiles
select new { UserId = doc.UserId }
"";
		this.ForEntityNames.Add(""UserProfiles"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""UserProfiles"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserId = doc.UserId, __document_id = doc.__document_id });
		this.AddField(""UserId"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserId"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserId"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using Raven.Database.Indexing;
public class Index_Temp_2fUserProfiles_2fByUserId : AbstractViewGenerator
{
	public Index_Temp_2fUserProfiles_2fByUserId()
	{
		this.ViewText = @""from doc in docs.UserProfiles
select new { UserId = doc.UserId }
"";
		this.ForEntityNames.Add(""UserProfiles"");
		this.AddMapDefinition(docs => from doc in docs
			where string.Equals(doc[""@metadata""][""Raven-Entity-Name""], ""UserProfiles"", System.StringComparison.InvariantCultureIgnoreCase)
			select new { UserId = doc.UserId, __document_id = doc.__document_id });
		this.AddField(""UserId"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""UserId"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""UserId"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2012-10-01 05:56:42.1753,Raven.Database.Indexing.IndexStorage,Debug,Creating index Temp/UserProfiles/ByUserId with encoded name Temp/UserProfiles/ByUserId,
2012-10-01 05:56:42.1753,Raven.Database.Indexing.Index.Indexing,Debug,Creating index for Temp/UserProfiles/ByUserId,
2012-10-01 05:56:42.1753,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 4 because: PUT INDEX Temp/UserProfiles/ByUserId,
2012-10-01 05:56:42.1753,Raven.Database.Indexing.Index.Querying,Debug,Issuing query on index Temp/UserProfiles/ByUserId for: UserId:users/users/129,
2012-10-01 05:56:42.1753,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 4, for: ReducingExecuter, will wait for additional work",
2012-10-01 05:56:42.2121,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 242 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
